Antecedent,Consequent,Support,Support_Percentage,Confidence,Lift
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",275,1.9545131485429992,0.6221719457013575,0.0007709689537811121
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",275,1.9545131485429992,0.7180156657963447,0.0007238061147140571
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG CARS BLUE')","('LUNCH BAG SUKI  DESIGN',)",126,0.8955223880597015,0.6737967914438503,0.0007077697389116074
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG  BLACK SKULL.',)",161,1.144278606965174,0.5143769968051118,0.000534140183598247
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",217,1.5422885572139304,0.6932907348242812,0.0007282465701935727
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",217,1.5422885572139304,0.5945205479452055,0.00065403800654038
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE')","('LUNCH BAG SUKI  DESIGN',)",184,1.3077469793887706,0.5558912386706949,0.0005839193683515702
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG  BLACK SKULL.',)",184,1.3077469793887706,0.5041095890410959,0.0005234782856086146
"('HEART OF WICKER LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER')","('HEART OF WICKER SMALL',)",197,1.4001421464108033,0.5184210526315789,0.0006049253823005589
"('HEART OF WICKER SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER')","('HEART OF WICKER LARGE',)",197,1.4001421464108033,0.6214511041009464,0.0006289990932195813
"('JUMBO BAG STRAWBERRY', 'LUNCH BAG SUKI  DESIGN')","('JUMBO STORAGE BAG SUKI',)",108,0.767590618336887,0.6625766871165644,0.0006901840490797546
"('JUMBO BAG STRAWBERRY', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO STORAGE BAG SUKI',)",146,1.0376687988628288,0.5468164794007491,0.0005696004993757803
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",126,0.8955223880597015,0.72,0.0007563025210084033
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG  BLACK SKULL.',)",179,1.2722103766879886,0.5440729483282675,0.0005649771010677752
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",190,1.3503909026297085,0.5775075987841946,0.0006066256289749942
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",190,1.3503909026297085,0.5382436260623229,0.0005921272013886942
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",210,1.4925373134328357,0.5691056910569106,0.0005978000956480153
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",210,1.4925373134328357,0.546875,0.0006016226622662267
"('JUMBO SHOPPER VINTAGE RED PAISLEY', 'LUNCH BAG SUKI  DESIGN')","('JUMBO STORAGE BAG SUKI',)",111,0.7889125799573561,0.5873015873015873,0.0006117724867724868
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",238,1.691542288557214,0.5085470085470085,0.0004403004403004403
"('PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",238,1.691542288557214,0.5819070904645477,0.000513598491142584
"('LOVE BUILDING BLOCK WORD', 'RED HANGING HEART T-LIGHT HOLDER')","('WHITE HANGING HEART T-LIGHT HOLDER',)",106,0.7533759772565742,0.848,0.00029201101928374654
"('JUMBO BAG RED RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('JUMBO STORAGE BAG SUKI',)",116,0.8244491826581379,0.6010362694300518,0.0006260794473229706
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SUKI  DESIGN',)",121,0.8599857853589197,0.599009900990099,0.0006292120808719528
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG  BLACK SKULL.')","('LUNCH BAG SUKI  DESIGN',)",132,0.9381663113006397,0.6839378238341969,0.0007184220838594506
"('HOME BUILDING BLOCK WORD', 'RED HANGING HEART T-LIGHT HOLDER')","('WHITE HANGING HEART T-LIGHT HOLDER',)",111,0.7889125799573561,0.8409090909090909,0.00028956924618081645
"('RED HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE')","('WHITE HANGING HEART T-LIGHT HOLDER',)",119,0.845771144278607,0.8814814814814815,0.00030354045505560657
"('HEART OF WICKER LARGE', 'RED HANGING HEART T-LIGHT HOLDER')","('WHITE HANGING HEART T-LIGHT HOLDER',)",123,0.8742004264392323,0.803921568627451,0.000276832496083833
"('60 TEATIME FAIRY CAKE CASES', 'LUNCH BAG RED SPOTTY')","('PACK OF 72 RETRO SPOT CAKE CASES',)",104,0.7391613361762616,0.6709677419354839,0.0005809244518921938
"('PACK OF 72 RETRO SPOT CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER')","('60 TEATIME FAIRY CAKE CASES',)",130,0.9239516702203269,0.5627705627705628,0.0004967083519598966
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN PICTURE FRAME WHITE FINISH',)",122,0.867093105899076,0.7011494252873564,0.000868834479909983
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD S/3 CABINET ANT WHITE FINISH',)",122,0.867093105899076,0.782051282051282,0.0012050096795859508
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD 2 DRAWER CABINET WHITE FINISH',)",122,0.867093105899076,0.8243243243243243,0.001426166651080146
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",122,0.867093105899076,0.5865384615384616,0.00020197605424878153
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')",137,0.9737029140014215,0.5036764705882353,0.000909163304310894
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",137,0.9737029140014215,0.8404907975460123,0.0010415003687063349
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",137,0.9737029140014215,0.8782051282051282,0.0008852874276261373
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",137,0.9737029140014215,0.5905172413793104,0.00020334615749976253
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",131,0.9310589907604833,0.7528735632183908,0.0007589451242120875
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD S/3 CABINET ANT WHITE FINISH',)",131,0.9310589907604833,0.803680981595092,0.001238337413859926
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD 2 DRAWER CABINET WHITE FINISH',)",131,0.9310589907604833,0.7844311377245509,0.001357147297101299
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WHITE HANGING HEART T-LIGHT HOLDER',)",131,0.9310589907604833,0.5848214285714286,0.00020138478945297127
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')",191,1.357498223169865,0.5410764872521246,0.000976672359660875
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')",191,1.357498223169865,0.6430976430976431,0.002463975644052272
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')",191,1.357498223169865,0.6870503597122302,0.0021880584704211154
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')",191,1.357498223169865,0.60828025477707,0.0021880584704211154
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')",191,1.357498223169865,0.7318007662835249,0.002463975644052272
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",191,1.357498223169865,0.8526785714285714,0.0010566029385731988
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",191,1.357498223169865,0.9182692307692307,0.0009256746277915632
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD S/3 CABINET ANT WHITE FINISH',)",191,1.357498223169865,0.8232758620689655,0.001268529833696403
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD 2 DRAWER CABINET WHITE FINISH',)",191,1.357498223169865,0.8526785714285714,0.0014752224419179436
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",103,0.7320540156361052,0.5953757225433526,0.0005154768160548507
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('PACK OF 60 DINOSAUR CAKE CASES',)",103,0.7320540156361052,0.5628415300546448,0.0009226910328764669
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('72 SWEETHEART FAIRY CAKE CASES',)",103,0.7320540156361052,0.544973544973545,0.0007932657132074891
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",103,0.7320540156361052,0.8174603174603174,0.0007215007215007215
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",107,0.7604832977967306,0.6184971098265896,0.0006693691664789931
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 60 DINOSAUR CAKE CASES',)",107,0.7604832977967306,0.5169082125603864,0.0008473905123940762
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('72 SWEETHEART FAIRY CAKE CASES',)",107,0.7604832977967306,0.5459183673469388,0.0007946410005050054
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",107,0.7604832977967306,0.7753623188405797,0.0006843445003005999
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",112,0.7960199004975124,0.5714285714285714,0.000494743351886209
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",112,0.7960199004975124,0.5925925925925926,0.000641333974667308
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",112,0.7960199004975124,0.7320261437908496,0.0006460954490651806
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",125,0.8884150675195452,0.7485029940119761,0.0009275130037323123
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",125,0.8884150675195452,0.8445945945945946,0.0008514058413251962
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",125,0.8884150675195452,0.5580357142857143,0.00019216105863833138
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",115,0.8173418621179815,0.5555555555555556,0.000481000481000481
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",115,0.8173418621179815,0.6284153005464481,0.0006801031391195326
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",115,0.8173418621179815,0.7516339869281046,0.0006634015771651409
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG WOODLAND',)",108,0.767590618336887,0.574468085106383,0.0007327399044724272
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",108,0.767590618336887,0.7397260273972602,0.0007004981320049813
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",108,0.767590618336887,0.6428571428571429,0.0008854781582054309
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",108,0.767590618336887,0.5901639344262295,0.0006128389765589091
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG WOODLAND',)",110,0.7818052594171997,0.6077348066298343,0.0007751719472319314
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",110,0.7818052594171997,0.7482993197278912,0.0007086167800453515
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",110,0.7818052594171997,0.5913978494623656,0.0008145975887911372
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",110,0.7818052594171997,0.6010928961748634,0.0007096728408203818
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",108,0.767590618336887,0.5654450261780105,0.0007212309007372582
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",108,0.767590618336887,0.7346938775510204,0.0007717372663351054
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",108,0.767590618336887,0.7012987012987013,0.0007715057220007715
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",108,0.767590618336887,0.5320197044334976,0.0007328095102389773
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG WOODLAND',)",109,0.7746979388770434,0.6089385474860335,0.0007767073309770836
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",109,0.7746979388770434,0.5956284153005464,0.000655256782508852
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",109,0.7746979388770434,0.7414965986394558,0.0007021748093176664
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",109,0.7746979388770434,0.6942675159235668,0.0009562913442473373
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",118,0.8386638237384506,0.5784313725490197,0.0007377951180472189
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",118,0.8386638237384506,0.644808743169399,0.0006773201083712173
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",118,0.8386638237384506,0.7662337662337663,0.0007256001574183393
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",118,0.8386638237384506,0.7065868263473054,0.000973260091387473
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",115,0.8173418621179815,0.6845238095238095,0.0007190376150460184
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",115,0.8173418621179815,0.7142857142857143,0.0007857928650007858
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",115,0.8173418621179815,0.5476190476190477,0.0007542962088416634
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG  BLACK SKULL.',)",115,0.8173418621179815,0.6020942408376964,0.0006252276644212838
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SUKI  DESIGN',)",115,0.8173418621179815,0.6117021276595744,0.0006425442517432505
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",115,0.8173418621179815,0.7142857142857143,0.0006764069264069264
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",115,0.8173418621179815,0.6927710843373494,0.0009542301437153572
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG  BLACK SKULL.',)",115,0.8173418621179815,0.5637254901960784,0.0005853847250218883
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SPACEBOY DESIGN',)",117,0.8315565031982943,0.6223404255319149,0.0006846429323783442
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG RED SPOTTY',)",117,0.8315565031982943,0.6964285714285714,0.0006594967532467532
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG PINK RETROSPOT',)",117,0.8315565031982943,0.6536312849162011,0.0009003185742647398
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG  BLACK SKULL.',)",117,0.8315565031982943,0.6536312849162011,0.0006787448441497415
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SPACEBOY DESIGN',)",104,0.7391613361762616,0.574585635359116,0.0006321074096359913
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG RED SPOTTY',)",104,0.7391613361762616,0.6753246753246753,0.0006395120031483668
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG PINK RETROSPOT',)",104,0.7391613361762616,0.7074829931972789,0.0009744944809879875
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG CARS BLUE',)",104,0.7391613361762616,0.5810055865921788,0.0006859570089636113
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",119,0.845771144278607,0.7727272727272727,0.0008116883116883117
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",119,0.845771144278607,0.7212121212121212,0.0007934126746007934
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",119,0.845771144278607,0.5483870967741935,0.0007553541277881454
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG CARS BLUE',)",119,0.845771144278607,0.6230366492146597,0.00073558045952144
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SUKI  DESIGN',)",111,0.7889125799573561,0.6132596685082873,0.000644180324063327
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",111,0.7889125799573561,0.6727272727272727,0.0006370523415977961
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",111,0.7889125799573561,0.6491228070175439,0.000894108549610942
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG CARS BLUE',)",111,0.7889125799573561,0.5441176470588235,0.0006424057226196263
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",119,0.845771144278607,0.664804469273743,0.0006983240223463687
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",119,0.845771144278607,0.5833333333333334,0.0006417308397506417
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",119,0.845771144278607,0.6230366492146597,0.0005899968269078217
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",119,0.845771144278607,0.6263157894736842,0.0008626939248948818
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",102,0.7249466950959489,0.5964912280701754,0.0007608306480486932
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",102,0.7249466950959489,0.5483870967741935,0.000576036866359447
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",102,0.7249466950959489,0.5573770491803278,0.000527819175360159
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",102,0.7249466950959489,0.6107784431137725,0.0007211079611732851
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",107,0.7604832977967306,0.5631578947368421,0.0007183136412459721
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",107,0.7604832977967306,0.6815286624203821,0.0007158914521222502
