Itemset,Size,Support_Count,Support_Percentage,Support_Decimal
"JUMBO BAG STRAWBERRY, STRAWBERRY CERAMIC TRINKET BOX",2,101,0.72%,0.007178393745557924
"PAPER BUNTING WHITE LACE, WHITE HANGING HEART T-LIGHT HOLDER",2,101,0.72%,0.007178393745557924
"RED HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",2,132,0.94%,0.009381663113006396
"JUMBO BAG OWLS, JUMBO STORAGE BAG SKULLS",2,132,0.94%,0.009381663113006396
"LUNCH BAG RED SPOTTY, RED 3 PIECE MINI DOTS CUTLERY SET",2,119,0.85%,0.00845771144278607
"BEWARE OF THE CAT METAL SIGN, COOK WITH WINE METAL SIGN",2,152,1.08%,0.010803127221037668
"HEART FILIGREE DOVE  SMALL, HEART IVORY TRELLIS LARGE",2,107,0.76%,0.007604832977967307
"HEART FILIGREE DOVE  SMALL, HEART IVORY TRELLIS SMALL",2,152,1.08%,0.010803127221037668
"ASSORTED COLOUR BIRD ORNAMENT, VICTORIAN GLASS HANGING T-LIGHT",2,124,0.88%,0.008813077469793887
"FELTCRAFT 6 FLOWER FRIENDS, FELTCRAFT DOLL MOLLY",2,128,0.91%,0.009097370291400142
"FELTCRAFT 6 FLOWER FRIENDS, FELTCRAFT DOLL ROSIE",2,135,0.96%,0.009594882729211088
"FELTCRAFT 6 FLOWER FRIENDS, WHITE HANGING HEART T-LIGHT HOLDER",2,162,1.15%,0.011513859275053304
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,201,1.43%,0.014285714285714285
"HANGING HEART ZINC T-LIGHT HOLDER, SINGLE HEART ZINC T-LIGHT HOLDER",2,294,2.09%,0.020895522388059702
"SINGLE HEART ZINC T-LIGHT HOLDER, ZINC METAL HEART DECORATION",2,116,0.82%,0.00824449182658138
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG TOYS",2,157,1.12%,0.011158493248045487
"JUMBO  BAG BAROQUE BLACK WHITE, WHITE HANGING HEART T-LIGHT HOLDER",2,174,1.24%,0.012366737739872069
"JUMBO BAG OWLS, JUMBO BAG TOYS",2,130,0.92%,0.00923951670220327
"JUMBO BAG OWLS, WHITE HANGING HEART T-LIGHT HOLDER",2,109,0.77%,0.007746979388770434
"BLUE 3 PIECE MINI DOTS CUTLERY SET, LUNCH BAG RED SPOTTY",2,104,0.74%,0.0073916133617626155
"LUNCH BAG  BLACK SKULL., PACK OF 72 SKULL CAKE CASES",2,151,1.07%,0.010732054015636105
"LUNCH BAG RED SPOTTY, PINK 3 PIECE MINI DOTS CUTLERY SET",2,108,0.77%,0.00767590618336887
"LUNCH BAG WOODLAND, PACK OF 72 SKULL CAKE CASES",2,107,0.76%,0.007604832977967307
"HAND OVER THE CHOCOLATE   SIGN, HOME BUILDING BLOCK WORD",2,114,0.81%,0.00810234541577825
"BEWARE OF THE CAT METAL SIGN, GIN + TONIC DIET METAL SIGN",2,149,1.06%,0.010589907604832978
"BEWARE OF THE CAT METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",2,138,0.98%,0.009808102345415778
"BEWARE OF THE CAT METAL SIGN, HOT BATHS METAL SIGN",2,102,0.72%,0.007249466950959489
"GIN + TONIC DIET METAL SIGN, HOT BATHS METAL SIGN",2,145,1.03%,0.010305614783226724
"HAND OVER THE CHOCOLATE   SIGN, HOT BATHS METAL SIGN",2,154,1.09%,0.010945273631840797
"HOT BATHS METAL SIGN, NO SINGING METAL SIGN",2,130,0.92%,0.00923951670220327
"LOVE BUILDING BLOCK WORD, VINTAGE UNION JACK BUNTING",2,102,0.72%,0.007249466950959489
"PACK OF 72 RETRO SPOT CAKE CASES, PAPER BUNTING RETRO SPOTS",2,140,1.00%,0.009950248756218905
"PAPER BUNTING RETRO SPOTS, SET/20 RED SPOTTY PAPER NAPKINS",2,102,0.72%,0.007249466950959489
"GRAND CHOCOLATECANDLE, WHITE HANGING HEART T-LIGHT HOLDER",2,174,1.24%,0.012366737739872069
"JUMBO BAG STRAWBERRY, LUNCH BAG RED SPOTTY",2,169,1.20%,0.01201137171286425
"JUMBO BAG STRAWBERRY, RED SPOTTY CHARLOTTE BAG",2,107,0.76%,0.007604832977967307
"JUMBO STORAGE BAG SKULLS, LUNCH BAG CARS BLUE",2,102,0.72%,0.007249466950959489
"JUMBO STORAGE BAG SUKI, STRAWBERRY CHARLOTTE BAG",2,111,0.79%,0.00788912579957356
"JUMBO STORAGE BAG SUKI, WOODLAND CHARLOTTE BAG",2,100,0.71%,0.007107320540156361
"LUNCH BAG CARS BLUE, WOODLAND CHARLOTTE BAG",2,104,0.74%,0.0073916133617626155
"HAND OVER THE CHOCOLATE   SIGN, STRAWBERRY CERAMIC TRINKET BOX",2,109,0.77%,0.007746979388770434
"HOME BUILDING BLOCK WORD, VINTAGE UNION JACK BUNTING",2,116,0.82%,0.00824449182658138
"BEWARE OF THE CAT METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,124,0.88%,0.008813077469793887
"GIN + TONIC DIET METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,244,1.73%,0.01734186211798152
"ASSORTED COLOUR BIRD ORNAMENT, WOODEN FRAME ANTIQUE WHITE",2,140,1.00%,0.009950248756218905
"KEY FOB , SHED, WHITE HANGING HEART T-LIGHT HOLDER",2,125,0.89%,0.008884150675195452
"POTTING SHED TEA MUG, WHITE HANGING HEART T-LIGHT HOLDER",2,119,0.85%,0.00845771144278607
"RED HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE",2,135,0.96%,0.009594882729211088
"60 TEATIME FAIRY CAKE CASES, ASSORTED COLOUR BIRD ORNAMENT",2,120,0.85%,0.008528784648187633
"ASSORTED COLOUR BIRD ORNAMENT, PACK OF 60 PINK PAISLEY CAKE CASES",2,108,0.77%,0.00767590618336887
"ASSORTED COLOUR BIRD ORNAMENT, WOOD S/3 CABINET ANT WHITE FINISH",2,103,0.73%,0.007320540156361052
"KNITTED UNION FLAG HOT WATER BOTTLE, WHITE HANGING HEART T-LIGHT HOLDER",2,117,0.83%,0.008315565031982943
"LADIES & GENTLEMEN METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,163,1.16%,0.011584932480454868
"PACK OF 60 PINK PAISLEY CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,175,1.24%,0.012437810945273632
"BATHROOM METAL SIGN, COOK WITH WINE METAL SIGN",2,128,0.91%,0.009097370291400142
"BATHROOM METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",2,142,1.01%,0.010092395167022032
"BATHROOM METAL SIGN, PARTY METAL SIGN",2,117,0.83%,0.008315565031982943
"BATHROOM METAL SIGN, POTTERING IN THE SHED METAL SIGN",2,105,0.75%,0.007462686567164179
"BEWARE OF THE CAT METAL SIGN, POTTERING IN THE SHED METAL SIGN",2,100,0.71%,0.007107320540156361
"COOK WITH WINE METAL SIGN, HOT BATHS METAL SIGN",2,111,0.79%,0.00788912579957356
"COOK WITH WINE METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,210,1.49%,0.014925373134328358
"HAND OVER THE CHOCOLATE   SIGN, TOILET METAL SIGN",2,101,0.72%,0.007178393745557924
"HOT BATHS METAL SIGN, LADIES & GENTLEMEN METAL SIGN",2,111,0.79%,0.00788912579957356
"3 STRIPEY MICE FELTCRAFT, PINK CREAM FELT CRAFT TRINKET BOX",2,124,0.88%,0.008813077469793887
"FELTCRAFT DOLL ROSIE, PINK CREAM FELT CRAFT TRINKET BOX",2,146,1.04%,0.010376687988628288
"FELTCRAFT 6 FLOWER FRIENDS, PINK CREAM FELT CRAFT TRINKET BOX",2,201,1.43%,0.014285714285714285
"FELTCRAFT 6 FLOWER FRIENDS, VINTAGE SNAP CARDS",2,108,0.77%,0.00767590618336887
"NO SINGING METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,184,1.31%,0.013077469793887705
"PACK OF 72 SKULL CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,139,0.99%,0.009879175550817342
"SET OF 3 HEART COOKIE CUTTERS, WHITE HANGING HEART T-LIGHT HOLDER",2,109,0.77%,0.007746979388770434
"60 TEATIME FAIRY CAKE CASES, LUNCH BAG CARS BLUE",2,123,0.87%,0.008742004264392323
"PINK 3 PIECE MINI DOTS CUTLERY SET, WHITE HANGING HEART T-LIGHT HOLDER",2,100,0.71%,0.007107320540156361
"60 TEATIME FAIRY CAKE CASES, PINK CREAM FELT CRAFT TRINKET BOX",2,100,0.71%,0.007107320540156361
"FELTCRAFT 6 FLOWER FRIENDS, PINK BLUE FELT CRAFT TRINKET BOX",2,160,1.14%,0.011371712864250177
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO STORAGE BAG SKULLS",2,129,0.92%,0.009168443496801706
"LUNCH BAG RED SPOTTY, PACK OF 60 PINK PAISLEY CAKE CASES",2,107,0.76%,0.007604832977967307
"PACK OF 60 PINK PAISLEY CAKE CASES, SET OF 72 RETRO SPOT PAPER  DOILIES",2,118,0.84%,0.008386638237384506
"JUMBO BAG STRAWBERRY, RED SPOTTY SHOPPER BAG",2,104,0.74%,0.0073916133617626155
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 60 MUSHROOM CAKE CASES",2,188,1.34%,0.013361762615493959
"PACK OF 60 MUSHROOM CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,140,1.00%,0.009950248756218905
"3 STRIPEY MICE FELTCRAFT, FELTCRAFT 6 FLOWER FRIENDS",2,214,1.52%,0.015209665955934613
"FELTCRAFT 6 FLOWER FRIENDS, FELTCRAFT BUTTERFLY HEARTS",2,285,2.03%,0.02025586353944563
"I CAN ONLY PLEASE ONE PERSON MUG, WHITE HANGING HEART T-LIGHT HOLDER",2,139,0.99%,0.009879175550817342
"CREAM HEART CARD HOLDER, RED HANGING HEART T-LIGHT HOLDER",2,117,0.83%,0.008315565031982943
"HANGING HEART JAR T-LIGHT HOLDER, HANGING HEART ZINC T-LIGHT HOLDER",2,104,0.74%,0.0073916133617626155
"HANGING HEART JAR T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2,177,1.26%,0.01257995735607676
"RED HANGING HEART T-LIGHT HOLDER, WOOD S/3 CABINET ANT WHITE FINISH",2,100,0.71%,0.007107320540156361
"BATHROOM METAL SIGN, GIN + TONIC DIET METAL SIGN",2,125,0.89%,0.008884150675195452
"BATHROOM METAL SIGN, NO SINGING METAL SIGN",2,127,0.90%,0.009026297085998579
"PACK OF 60 PINK PAISLEY CAKE CASES, SET/20 RED SPOTTY PAPER NAPKINS",2,137,0.97%,0.009737029140014215
"GIN + TONIC DIET METAL SIGN, RED HANGING HEART T-LIGHT HOLDER",2,108,0.77%,0.00767590618336887
"PINK HAPPY BIRTHDAY BUNTING, WHITE HANGING HEART T-LIGHT HOLDER",2,105,0.75%,0.007462686567164179
"FELTCRAFT BUTTERFLY HEARTS, FELTCRAFT DOLL MOLLY",2,109,0.77%,0.007746979388770434
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO STORAGE BAG SKULLS",2,132,0.94%,0.009381663113006396
"PACK OF 72 RETRO SPOT CAKE CASES, RETRO SPOT LARGE MILK JUG",2,107,0.76%,0.007604832977967307
"FELTCRAFT BUTTERFLY HEARTS, FELTCRAFT DOLL ROSIE",2,113,0.80%,0.008031272210376687
"PAPER BUNTING RETRO SPOTS, WHITE HANGING HEART T-LIGHT HOLDER",2,104,0.74%,0.0073916133617626155
"PARTY BUNTING, WHITE HANGING HEART T-LIGHT HOLDER",2,165,1.17%,0.011727078891257996
"JUMBO BAG TOYS, JUMBO STORAGE BAG SKULLS",2,111,0.79%,0.00788912579957356
"BATHROOM METAL SIGN, WOODEN FRAME ANTIQUE WHITE",2,101,0.72%,0.007178393745557924
"PACK OF 60 DINOSAUR CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,112,0.80%,0.007960199004975124
"DOOR MAT NEW ENGLAND, DOOR MAT UNION FLAG",2,123,0.87%,0.008742004264392323
"DOOR MAT UNION FLAG, WHITE HANGING HEART T-LIGHT HOLDER",2,168,1.19%,0.011940298507462687
"PARTY BUNTING, PINK HAPPY BIRTHDAY BUNTING",2,105,0.75%,0.007462686567164179
"POSTAGE, ROUND SNACK BOXES SET OF 4 FRUITS",2,105,0.75%,0.007462686567164179
"POSTAGE, ROUND SNACK BOXES SET OF4 WOODLAND",2,169,1.20%,0.01201137171286425
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",2,241,1.71%,0.01712864250177683
"LUNCH BAG RED SPOTTY, ROUND SNACK BOXES SET OF 4 FRUITS",2,115,0.82%,0.008173418621179816
"LUNCH BAG RED SPOTTY, ROUND SNACK BOXES SET OF4 WOODLAND",2,109,0.77%,0.007746979388770434
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF 4 FRUITS",2,108,0.77%,0.00767590618336887
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND",2,141,1.00%,0.010021321961620469
"ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",2,104,0.74%,0.0073916133617626155
"RECYCLING BAG RETROSPOT, TOY TIDY PINK RETROSPOT",2,221,1.57%,0.01570717839374556
"RECYCLING BAG RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",2,114,0.81%,0.00810234541577825
"JUMBO STORAGE BAG SUKI, RECYCLING BAG RETROSPOT",2,112,0.80%,0.007960199004975124
"LUNCH BAG CARS BLUE, RECYCLING BAG RETROSPOT",2,106,0.75%,0.007533759772565742
"LUNCH BAG RED SPOTTY, RECYCLING BAG RETROSPOT",2,120,0.85%,0.008528784648187633
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK WITH WHITE SPOTS",2,193,1.37%,0.013717128642501776
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG PINK WITH WHITE SPOTS",2,159,1.13%,0.011300639658848614
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO BAG RED WHITE SPOTTY",2,100,0.71%,0.007107320540156361
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO BAG SCANDINAVIAN PAISLEY",2,186,1.32%,0.013219616204690832
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO BAG STRAWBERRY",2,288,2.05%,0.02046908315565032
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO BAG TOYS",2,131,0.93%,0.009310589907604833
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO STORAGE BAG SKULLS",2,170,1.21%,0.012082444918265814
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO STORAGE BAG SUKI",2,260,1.85%,0.01847903340440654
"JUMBO BAG PINK WITH WHITE SPOTS, TOY TIDY PINK RETROSPOT",2,139,0.99%,0.009879175550817342
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO BAG SPACEBOY DESIGN",2,205,1.46%,0.01457000710732054
"JUMBO BAG PINK WITH WHITE SPOTS, RECYCLING BAG RETROSPOT",2,116,0.82%,0.00824449182658138
"JUMBO BAG OWLS, JUMBO SHOPPER VINTAGE RED PAISLEY",2,158,1.12%,0.01122956645344705
"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",2,307,2.18%,0.02181947405828003
"JUMBO SHOPPER VINTAGE RED PAISLEY, RECYCLING BAG RETROSPOT",2,116,0.82%,0.00824449182658138
"GIN + TONIC DIET METAL SIGN, METAL SIGN TAKE IT OR LEAVE IT",2,156,1.11%,0.011087420042643924
"LADIES & GENTLEMEN METAL SIGN, METAL SIGN TAKE IT OR LEAVE IT",2,115,0.82%,0.008173418621179816
"JUMBO BAG PINK WITH WHITE SPOTS, JUMBO SHOPPER VINTAGE RED PAISLEY",2,260,1.85%,0.01847903340440654
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG RED SPOTTY",2,185,1.31%,0.013148542999289269
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG WOODLAND",2,111,0.79%,0.00788912579957356
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG RED SPOTTY",2,155,1.10%,0.01101634683724236
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG WOODLAND",2,107,0.76%,0.007604832977967307
"JUMBO SHOPPER VINTAGE RED PAISLEY, PACK OF 60 PINK PAISLEY CAKE CASES",2,100,0.71%,0.007107320540156361
"CHOCOLATE HOT WATER BOTTLE, PLEASE ONE PERSON METAL SIGN",2,104,0.74%,0.0073916133617626155
"CHOCOLATE THIS WAY METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,116,0.82%,0.00824449182658138
"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,248,1.76%,0.017626154939587774
"GIN + TONIC DIET METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,260,1.85%,0.01847903340440654
"HAND OVER THE CHOCOLATE   SIGN, PLEASE ONE PERSON METAL SIGN",2,226,1.61%,0.016062544420753375
"HOME BUILDING BLOCK WORD, PLEASE ONE PERSON METAL SIGN",2,118,0.84%,0.008386638237384506
"PLEASE ONE PERSON METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,235,1.67%,0.016702203269367447
"BATHROOM METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,108,0.77%,0.00767590618336887
"PLEASE ONE PERSON METAL SIGN, RED HANGING HEART T-LIGHT HOLDER",2,103,0.73%,0.007320540156361052
"NO SINGING METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,193,1.37%,0.013717128642501776
"LADIES & GENTLEMEN METAL SIGN, PLEASE ONE PERSON METAL SIGN",2,168,1.19%,0.011940298507462687
"PLEASE ONE PERSON METAL SIGN, POTTERING IN THE SHED METAL SIGN",2,129,0.92%,0.009168443496801706
"JUMBO BAG SPACEBOY DESIGN, JUMBO SHOPPER VINTAGE RED PAISLEY",2,202,1.44%,0.014356787491115849
"JUMBO BAG SPACEBOY DESIGN, LUNCH BAG CARS BLUE",2,113,0.80%,0.008031272210376687
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG CARS BLUE",2,127,0.90%,0.009026297085998579
"JUMBO SHOPPER VINTAGE RED PAISLEY, WHITE HANGING HEART T-LIGHT HOLDER",2,155,1.10%,0.01101634683724236
"PACK OF 60 SPACEBOY CAKE CASES, PACK OF 72 RETRO SPOT CAKE CASES",2,191,1.36%,0.01357498223169865
"PLEASE ONE PERSON METAL SIGN, STRAWBERRY CERAMIC TRINKET BOX",2,103,0.73%,0.007320540156361052
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG SPACEBOY DESIGN",2,134,0.95%,0.009523809523809525
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY",2,242,1.72%,0.017199715707178393
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG SPACEBOY DESIGN",2,123,0.87%,0.008742004264392323
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",2,230,1.63%,0.016346837242359632
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO BAG SPACEBOY DESIGN",2,121,0.86%,0.008599857853589197
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",2,257,1.83%,0.018265813788201846
"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SUKI",2,236,1.68%,0.016773276474769012
"JUMBO BAG PINK WITH WHITE SPOTS, PACK OF 72 RETRO SPOT CAKE CASES",2,108,0.77%,0.00767590618336887
"JUMBO BAG PINK WITH WHITE SPOTS, WHITE HANGING HEART T-LIGHT HOLDER",2,147,1.04%,0.010447761194029851
"60 TEATIME FAIRY CAKE CASES, LUNCH BAG PINK RETROSPOT",2,108,0.77%,0.00767590618336887
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK RETROSPOT",2,288,2.05%,0.02046908315565032
"LUNCH BAG CARS BLUE, LUNCH BAG PINK RETROSPOT",2,298,2.12%,0.021179815209665956
"LUNCH BAG PINK RETROSPOT, LUNCH BAG RED SPOTTY",2,394,2.80%,0.028002842928216063
"LUNCH BAG PINK RETROSPOT, LUNCH BAG WOODLAND",2,254,1.81%,0.018052594171997158
"LUNCH BAG PINK RETROSPOT, PACK OF 72 RETRO SPOT CAKE CASES",2,111,0.79%,0.00788912579957356
"LUNCH BAG PINK RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",2,183,1.30%,0.01300639658848614
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG  BLACK SKULL.",2,123,0.87%,0.008742004264392323
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG  BLACK SKULL.",2,122,0.87%,0.00867093105899076
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 60 SPACEBOY CAKE CASES",2,152,1.08%,0.010803127221037668
"JUMBO BAG OWLS, JUMBO BAG PINK WITH WHITE SPOTS",2,104,0.74%,0.0073916133617626155
"JUMBO BAG OWLS, LUNCH BAG SUKI  DESIGN",2,103,0.73%,0.007320540156361052
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG PINK RETROSPOT",2,236,1.68%,0.016773276474769012
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG SPACEBOY DESIGN",2,132,0.94%,0.009381663113006396
"JUMBO BAG PINK WITH WHITE SPOTS, LUNCH BAG SUKI  DESIGN",2,158,1.12%,0.01122956645344705
"JUMBO BAG PINK WITH WHITE SPOTS, RED SPOTTY CHARLOTTE BAG",2,118,0.84%,0.008386638237384506
"JUMBO BAG SCANDINAVIAN PAISLEY, LUNCH BAG SUKI  DESIGN",2,114,0.81%,0.00810234541577825
"JUMBO BAG STRAWBERRY, JUMBO SHOPPER VINTAGE RED PAISLEY",2,267,1.90%,0.018976545842217484
"JUMBO BAG STRAWBERRY, LUNCH BAG PINK RETROSPOT",2,149,1.06%,0.010589907604832978
"JUMBO BAG STRAWBERRY, LUNCH BAG SPACEBOY DESIGN",2,119,0.85%,0.00845771144278607
"JUMBO BAG STRAWBERRY, LUNCH BAG SUKI  DESIGN",2,163,1.16%,0.011584932480454868
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG PINK RETROSPOT",2,141,1.00%,0.010021321961620469
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG SPACEBOY DESIGN",2,153,1.09%,0.010874200426439232
"JUMBO SHOPPER VINTAGE RED PAISLEY, LUNCH BAG SUKI  DESIGN",2,189,1.34%,0.013432835820895522
"JUMBO STORAGE BAG SUKI, LUNCH BAG PINK RETROSPOT",2,163,1.16%,0.011584932480454868
"JUMBO STORAGE BAG SUKI, LUNCH BAG SPACEBOY DESIGN",2,175,1.24%,0.012437810945273632
"JUMBO STORAGE BAG SUKI, LUNCH BAG SUKI  DESIGN",2,292,2.08%,0.020753375977256575
"LUNCH BAG PINK RETROSPOT, LUNCH BAG SPACEBOY DESIGN",2,317,2.25%,0.022530206112295663
"LUNCH BAG PINK RETROSPOT, LUNCH BAG SUKI  DESIGN",2,328,2.33%,0.023312011371712866
"LUNCH BAG PINK RETROSPOT, RED SPOTTY CHARLOTTE BAG",2,132,0.94%,0.009381663113006396
"LUNCH BAG PINK RETROSPOT, STRAWBERRY CHARLOTTE BAG",2,103,0.73%,0.007320540156361052
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI  DESIGN",2,454,3.23%,0.03226723525230988
"LUNCH BAG SPACEBOY DESIGN, PACK OF 60 SPACEBOY CAKE CASES",2,121,0.86%,0.008599857853589197
"LUNCH BAG SPACEBOY DESIGN, RED SPOTTY CHARLOTTE BAG",2,122,0.87%,0.00867093105899076
"LUNCH BAG SPACEBOY DESIGN, STRAWBERRY CHARLOTTE BAG",2,116,0.82%,0.00824449182658138
"LUNCH BAG SPACEBOY DESIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,182,1.29%,0.012935323383084577
"LUNCH BAG SUKI  DESIGN, PACK OF 60 PINK PAISLEY CAKE CASES",2,100,0.71%,0.007107320540156361
"LUNCH BAG SUKI  DESIGN, PACK OF 60 SPACEBOY CAKE CASES",2,102,0.72%,0.007249466950959489
"LUNCH BAG SUKI  DESIGN, RED SPOTTY CHARLOTTE BAG",2,122,0.87%,0.00867093105899076
"LUNCH BAG SUKI  DESIGN, STRAWBERRY CHARLOTTE BAG",2,136,0.97%,0.009665955934612652
"LUNCH BAG SUKI  DESIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,213,1.51%,0.015138592750533048
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 60 SPACEBOY CAKE CASES",2,216,1.54%,0.01535181236673774
"PACK OF 60 MUSHROOM CAKE CASES, PACK OF 60 SPACEBOY CAKE CASES",2,142,1.01%,0.010092395167022032
"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 60 SPACEBOY CAKE CASES",2,205,1.46%,0.01457000710732054
"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SKULLS",2,167,1.19%,0.011869225302061123
"COOK WITH WINE METAL SIGN, METAL SIGN TAKE IT OR LEAVE IT",2,166,1.18%,0.01179815209665956
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",2,369,2.62%,0.026226012793176972
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",2,313,2.22%,0.02224591329068941
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",2,332,2.36%,0.02359630419331912
"PACK OF 60 SPACEBOY CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,173,1.23%,0.012295664534470504
"JUMBO BAG STRAWBERRY, RECYCLING BAG RETROSPOT",2,103,0.73%,0.007320540156361052
"JUMBO BAG WOODLAND ANIMALS, JUMBO SHOPPER VINTAGE RED PAISLEY",2,108,0.77%,0.00767590618336887
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI  DESIGN",2,365,2.59%,0.025941719971570718
"LUNCH BAG SUKI  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",2,121,0.86%,0.008599857853589197
"JUMBO BAG OWLS, JUMBO BAG SPACEBOY DESIGN",2,125,0.89%,0.008884150675195452
"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SKULLS",2,139,0.99%,0.009879175550817342
"METAL SIGN TAKE IT OR LEAVE IT, WHITE HANGING HEART T-LIGHT HOLDER",2,131,0.93%,0.009310589907604833
"JUMBO BAG TOYS, JUMBO SHOPPER VINTAGE RED PAISLEY",2,139,0.99%,0.009879175550817342
"METAL SIGN TAKE IT OR LEAVE IT, PLEASE ONE PERSON METAL SIGN",2,144,1.02%,0.01023454157782516
"LUNCH BAG PINK RETROSPOT, TOY TIDY PINK RETROSPOT",2,111,0.79%,0.00788912579957356
"JUMBO STORAGE BAG SKULLS, LUNCH BAG SUKI  DESIGN",2,128,0.91%,0.009097370291400142
"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI  DESIGN",2,384,2.73%,0.027292110874200425
"METAL SIGN TAKE IT OR LEAVE IT, NO SINGING METAL SIGN",2,114,0.81%,0.00810234541577825
"LUNCH BAG SPACEBOY DESIGN, PACK OF 72 RETRO SPOT CAKE CASES",2,109,0.77%,0.007746979388770434
"LUNCH BAG SPACEBOY DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS",2,118,0.84%,0.008386638237384506
"LUNCH BAG SUKI  DESIGN, PACK OF 72 RETRO SPOT CAKE CASES",2,119,0.85%,0.00845771144278607
